,,,,,,,,,,,,,
,,,,,,,,,,,,,
,CODIGOS INVOLUCRADOS EN PEDIDOS JUNIO NOVIEMBRE,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,Código II, Q. según pedidos, Promedio VTA, m3 x unidad, m3 x Inner, m3 x Master, Unidades x Inner, Unidades x Master, Peso [kgrs], Alto [mm], Ancho [mm], Largo [mm],
,1050,"  3,319 ",  450 ,  0.0001 ,  0.0092 ,  0.0185 ,  120 ,  240 ,  0.05 ,  14.00 ,  105.00 ,  47.68 ,
,1051,"  1,257 ",  174 ,  0.0001 ,  0.0092 ,  0.0185 ,  120 ,  240 ,  0.05 ,  14.00 ,  105.00 ,  50.00 ,
,1052,"  2,526 ",  213 ,  0.0001 ,  0.0092 ,  0.0185 ,  120 ,  240 ,  0.05 ,  14.00 ,  105.00 ,  50.00 ,
,1053,"  1,130 ",  113 ,  0.0001 ,  0.0079 ,  0.0158 ,  120 ,  240 ,  0.05 ,  14.00 ,  105.00 ,  50.00 ,
,1054,  750 ,  40 ,  0.0001 ,  0.0079 ,  0.0158 ,  120 ,  240 ,  0.07 ,  14.00 ,  105.00 ,  50.00 ,
,1055,  198 ,  46 ,  0.0000 ,  0.0014 ,  0.0136 ,  40 ,  400 ,  0.03 ,  17.00 ,  17.00 ,  30.00 ,
,1056,  436 ,  74 ,  0.0000 ,  0.0014 ,  0.0141 ,  30 ,  300 ,  -   ,  -   ,  -   ,  -   ,
,1057,  21 ,  4 ,  0.0001 ,  -   ,  0.0101 ,  -   ,  100 ,  0.15 ,  1.68 ,  55.00 ,  635.00 ,
,1058,  14 ,  5 ,  0.0001 ,  -   ,  0.0101 ,  -   ,  100 ,  0.15 ,  1.70 ,  55.00 ,  630.00 ,
,1059,  736 ,  91 ,  0.0006 ,  0.0056 ,  0.0112 ,  10 ,  20 ,  -   ,  -   ,  -   ,  -   ,
,1060,  18 ,  7 ,  0.0001 ,  -   ,  0.0200 ,  -   ,  200 ,  0.03 ,  26.52 ,  43.07 ,  41.80 ,
,5176,  18 ,  -   ,  0.0000 , #VALUE!,  0.0094 , -,  200 ,  0.03 ,  26.50 ,  43.10 ,  41.80 ,
,1061,"  3,015 ",  413 ,  0.0001 ,  0.0013 ,  0.0264 ,  12 ,  240 ,  0.06 ,  16.00 ,  55.00 ,  215.00 ,
,1062,"  5,275 ",  733 ,  0.0001 ,  0.0013 ,  0.0264 ,  12 ,  240 ,  0.07 ,  16.00 ,  55.00 ,  215.00 ,
,1063,"  8,705 ","  1,316 ",  0.0001 ,  0.0013 ,  0.0264 ,  12 ,  240 ,  0.08 ,  16.00 ,  55.00 ,  215.00 ,
,1064,"  7,316 ","  1,038 ",  0.0001 ,  0.0013 ,  0.0262 ,  12 ,  240 ,  0.08 ,  16.00 ,  65.00 ,  215.00 ,
,1065,"  8,122 ","  1,272 ",  0.0001 ,  0.0018 ,  0.0350 ,  12 ,  240 ,  0.09 ,  16.00 ,  75.00 ,  215.00 ,
,1066,"  3,854 ",  636 ,  0.0001 ,  0.0018 ,  0.0350 ,  12 ,  240 ,  0.09 ,  16.00 ,  90.00 ,  215.00 ,
,1067,"  6,259 ","  1,025 ",  0.0001 ,  0.0018 ,  0.0350 ,  12 ,  240 ,  0.10 ,  16.00 ,  100.00 ,  215.00 ,
,1068,"  4,876 ",  758 ,  0.0002 ,  0.0027 ,  0.0533 ,  12 ,  240 ,  0.10 ,  16.50 ,  125.00 ,  215.00 ,
,1069,"  4,878 ",  770 ,  0.0002 ,  0.0027 ,  0.0533 ,  12 ,  240 ,  -   ,  -   ,  -   ,  -   ,
,1070,  489 ,  86 ,  0.0001 ,  0.0024 ,  0.0244 ,  20 ,  200 ,  0.09 ,  22.00 ,  22.00 ,  77.00 ,
,1071,  669 ,  117 ,  0.0001 ,  0.0024 ,  0.0244 ,  20 ,  200 ,  0.09 ,  22.00 ,  22.00 ,  77.00 ,
,1072,"  1,112 ",  169 ,  0.0001 ,  0.0024 ,  0.0244 ,  20 ,  200 ,  0.09 ,  22.00 ,  22.00 ,  77.23 ,
,1073,  877 ,  166 ,  0.0001 ,  0.0014 ,  0.0138 ,  20 ,  200 ,  0.10 ,  22.00 ,  22.00 ,  77.50 ,
,1074,  415 ,  65 ,  0.0001 ,  0.0024 ,  0.0244 ,  20 ,  200 ,  0.12 ,  22.00 ,  22.00 ,  77.30 ,
,1075,  472 ,  79 ,  0.0001 ,  0.0024 ,  0.0244 ,  20 ,  200 ,  0.13 ,  24.00 ,  24.00 ,  77.25 ,
,1076,  294 ,  44 ,  0.0002 ,  0.0033 ,  0.0167 ,  20 ,  100 ,  0.15 ,  24.00 ,  24.00 ,  77.15 ,
,1077,  195 ,  34 ,  0.0002 ,  0.0033 ,  0.0167 ,  20 ,  100 ,  0.20 ,  28.00 ,  28.00 ,  77.50 ,
,1078,"  1,917 ",  291 ,  0.0054 ,  0.0323 ,  0.0646 ,  6 ,  12 ,  0.76 ,  82.00 ,  170.00 ,  470.00 ,
,1079,"  2,357 ",  699 ,  0.0006 ,  0.0069 ,  0.0346 ,  12 ,  60 ,  0.29 ,  23.81 ,  78.30 ,  260.00 ,
,5177,"  1,481 ",  -   ,  0.0005 ,  0.0058 ,  0.0290 ,  12 ,  60 ,  0.29 ,  23.80 ,  78.30 ,  260.00 ,
,1080,  260 ,  36 ,  0.0040 ,  -   ,  0.0403 ,  -   ,  10 ,  2.77 ,  34.68 ,  180.00 ,"  1,110.00 ",
,1081,  171 ,  28 ,  0.0042 ,  -   ,  0.0334 ,  -   ,  8 ,  -   ,  -   ,  -   ,  -   ,
,1082,  695 ,  126 ,  0.0650 ,  -   ,  0.0650 ,  -   ,  1 ,  -   ,  -   ,  -   ,  -   ,
,1083,"  1,994 ",  265 ,  0.0008 ,  -   ,  0.0400 ,  -   ,  50 ,  0.24 ,  45.00 ,  110.00 ,  135.00 ,
,1084,  303 ,  48 ,  0.0006 ,  -   ,  0.0332 ,  -   ,  60 ,  0.25 ,  33.90 ,  110.00 ,  130.00 ,
,1085,  459 ,  80 ,  0.0008 ,  -   ,  0.0497 ,  -   ,  60 ,  0.33 ,  35.00 ,  135.00 ,  160.00 ,
,1086,"  1,440 ",  249 ,  0.0015 ,  -   ,  0.0581 ,  -   ,  40 ,  0.60 ,  45.00 ,  160.00 ,  190.00 ,
,1087,  599 ,  128 ,  0.0021 ,  -   ,  0.0427 ,  -   ,  20 ,  0.83 ,  50.00 ,  190.00 ,  215.00 ,
,1088,  406 ,  72 ,  0.0024 ,  -   ,  0.0476 ,  -   ,  20 ,  1.03 ,  41.00 ,  205.00 ,  235.00 ,
,1089,"  1,503 ",  260 ,  0.0004 ,  -   ,  0.0346 ,  -   ,  80 ,  0.15 ,  70.00 ,  75.00 ,  90.00 ,
,1090,"  2,416 ",  386 ,  0.0011 ,  -   ,  0.0459 ,  -   ,  40 ,  0.37 ,  100.00 ,  100.00 ,  108.00 ,
,1091,"  2,692 ",  373 ,  0.0008 ,  -   ,  0.0399 ,  -   ,  50 ,  0.18 ,  45.00 ,  110.00 ,  135.00 ,
,1092,  108 ,  9 ,  0.0032 ,  -   ,  0.0322 ,  -   ,  10 ,  -   ,  -   ,  -   ,  -   ,
,1093,"  4,438 ",  587 ,  0.0022 ,  0.0261 ,  0.0522 ,  12 ,  24 ,  0.53 ,  57.62 ,  200.00 ,  330.00 ,
,1094,  283 ,  41 ,  0.0015 ,  0.0151 ,  0.0303 ,  10 ,  20 ,  0.91 ,  135.00 ,  167.00 ,  60.00 ,
,1095,"  1,861 ",  281 ,  0.0086 ,  -   ,  0.0517 ,  -   ,  6 ,  -   ,  -   ,  -   ,  -   ,
,1096,  406 ,  65 ,  0.0001 ,  0.0010 ,  0.0104 ,  10 ,  100 ,  0.10 ,  24.00 ,  24.00 ,  100.00 ,
,1097,  574 ,  83 ,  0.0001 ,  0.0010 ,  0.0104 ,  10 ,  100 ,  0.10 ,  24.00 ,  24.00 ,  101.00 ,
,1098,  415 ,  65 ,  0.0001 ,  0.0010 ,  0.0104 ,  10 ,  100 ,  0.10 ,  24.00 ,  24.00 ,  100.00 ,
,1099,  739 ,  127 ,  0.0001 ,  0.0010 ,  0.0102 ,  20 ,  200 ,  0.08 ,  23.72 ,  23.72 ,  55.20 ,
,1100,  825 ,  151 ,  0.0001 ,  0.0010 ,  0.0104 ,  20 ,  200 ,  0.08 ,  23.95 ,  23.95 ,  55.75 ,
,1101,  755 ,  144 ,  0.0001 ,  0.0010 ,  0.0104 ,  20 ,  200 ,  0.08 ,  23.85 ,  23.85 ,  55.12 ,
,1102,"  1,427 ",  217 ,  0.0000 ,  0.0007 ,  0.0068 ,  25 ,  250 ,  0.03 ,  12.45 ,  12.45 ,  76.26 ,
,1103,"  1,743 ",  284 ,  0.0000 ,  0.0009 ,  0.0085 ,  25 ,  250 ,  0.04 ,  12.65 ,  12.65 ,  100.00 ,
,1104,"  1,643 ",  279 ,  0.0000 ,  0.0019 ,  0.0111 ,  50 ,  300 ,  0.07 ,  12.70 ,  12.70 ,  150.00 ,
,1105,  776 ,  137 ,  0.0001 ,  0.0005 ,  0.0064 ,  8 ,  96 ,  0.13 ,  11.86 ,  17.45 ,  150.00 ,
,1106,  777 ,  122 ,  0.0001 ,  0.0011 ,  0.0105 ,  15 ,  150 ,  0.05 ,  13.77 ,  23.05 ,  115.00 ,
,1107,  770 ,  129 ,  0.0000 ,  0.0010 ,  0.0198 ,  30 ,  600 ,  0.16 ,  13.76 ,  13.76 ,  40.13 ,
,1108,"  1,244 ",  213 ,  0.0000 ,  0.0007 ,  0.0068 ,  25 ,  250 ,  0.30 ,  12.62 ,  12.62 ,  50.70 ,
,1109,  101 ,  17 ,  0.0001 ,  -   ,  0.0065 ,  -   ,  100 ,  0.15 ,  35.73 ,  35.80 ,  41.43 ,
,1110,  162 ,  28 ,  0.0002 ,  -   ,  0.0081 ,  -   ,  50 ,  0.32 ,  35.70 ,  35.25 ,  80.53 ,
,1111,"  1,663 ",  287 ,  0.0006 ,  0.0037 ,  0.0223 ,  6 ,  36 ,  0.52 ,  27.86 ,  70.00 ,  315.00 ,
,5178,  82 ,  -   ,  0.0006 ,  0.0037 ,  0.0221 ,  6 ,  36 ,  0.52 ,  27.90 ,  70.00 ,  315.00 ,
,1112,  57 ,  18 ,  0.0032 ,  -   ,  0.0322 ,  -   ,  10 ,  1.25 ,  36.50 ,  250.00 ,  125.00 ,
,1113,  939 ,  159 ,  0.0001 ,  0.0010 ,  0.0104 ,  20 ,  200 ,  0.12 ,  24.06 ,  24.06 ,  55.25 ,
,1114,  467 ,  86 ,  0.0001 ,  0.0010 ,  0.0104 ,  10 ,  100 ,  0.19 ,  24.00 ,  24.00 ,  100.00 ,
,1115,  534 ,  91 ,  0.0001 ,  0.0008 ,  0.0084 ,  10 ,  100 ,  0.16 ,  25.00 ,  25.00 ,  77.00 ,
,1116,  171 ,#N/A,  0.0023 ,#N/A,#N/A,#N/A,#N/A,  2.00 ,  25.00 ,  140.00 ,  670.00 ,
,1117,  285 ,  16 ,  0.0000 ,  0.0004 ,  0.0074 ,  10 ,  200 ,  0.03 ,  7.00 ,  18.00 ,  125.00 ,
,1118,  148 ,  28 ,  0.0000 ,  0.0004 ,  0.0080 ,  10 ,  200 ,  0.03 ,  7.00 ,  17.50 ,  135.00 ,
,1119,  182 ,  39 ,  0.0001 ,  0.0006 ,  0.0110 ,  10 ,  200 ,  0.05 ,  8.00 ,  21.50 ,  150.00 ,
,1120,  251 ,  42 ,  0.0001 ,  0.0007 ,  0.0130 ,  10 ,  200 ,  0.07 ,  8.50 ,  25.00 ,  165.00 ,
,1121,  713 ,  53 ,  0.0001 ,  0.0008 ,  0.0123 ,  10 ,  150 ,  0.09 ,  9.33 ,  27.38 ,  175.00 ,
,1122,  661 ,  51 ,  0.0001 ,  0.0009 ,  0.0110 ,  10 ,  120 ,  0.11 ,  10.00 ,  30.00 ,  190.00 ,
,1123,  146 ,  27 ,  0.0001 ,  0.0012 ,  0.0145 ,  10 ,  120 ,  0.15 ,  11.00 ,  34.00 ,  205.00 ,
,1124,  145 ,  25 ,  0.0002 ,  0.0015 ,  0.0120 ,  10 ,  80 ,  0.18 ,  11.00 ,  37.50 ,  220.00 ,
,1125,  345 ,  31 ,  0.0002 ,  0.0018 ,  0.0108 ,  10 ,  60 ,  0.21 ,  12.00 ,  41.00 ,  240.00 ,
,1126,"  5,588 ",  889 ,  0.0001 ,  0.0023 ,  0.0140 ,  25 ,  150 ,  0.02 ,  10.00 ,  50.00 ,  160.00 ,
,1127,  742 ,  138 ,  0.0018 ,  0.0183 ,  0.0366 ,  10 ,  20 ,  0.74 ,  29.55 ,  80.00 ,  595.00 ,
,1128,  500 ,  70 ,  0.0001 ,  0.0010 ,  0.0104 ,  10 ,  100 ,  -   ,  -   ,  -   ,  -   ,
,1129,  483 ,  78 ,  0.0001 ,  0.0010 ,  0.0103 ,  10 ,  100 ,  0.18 ,  24.00 ,  24.00 ,  100.00 ,
,1130,  83 ,  23 ,  0.0195 ,  -   ,  0.0585 ,  -   ,  3 ,  6.20 ,  17.50 ,  770.00 ,  965.00 ,
,1131,  330 ,  53 ,  0.0000 ,  -   ,  0.0047 ,  -   ,  100 ,  0.06 ,  29.00 ,  29.00 ,  48.80 ,
,1132,  598 ,  91 ,  0.0000 ,  -   ,  0.0046 ,  -   ,  100 ,  0.07 ,  29.50 ,  29.50 ,  40.60 ,
,1133,"  1,441 ",  206 ,  0.0002 ,  -   ,  0.0169 ,  -   ,  100 ,  0.18 ,  32.70 ,  34.00 ,  53.53 ,
,1134,"  2,594 ",  389 ,  0.0002 ,  -   ,  0.0097 ,  -   ,  60 ,  0.31 ,  45.00 ,  45.00 ,  60.00 ,
,1135,  205 ,  22 ,  0.0001 ,  -   ,  0.0090 ,  -   ,  100 ,  0.13 ,  35.00 ,  35.00 ,  80.00 ,
,1136,  287 ,  33 ,  0.0001 ,  -   ,  0.0080 ,  -   ,  100 ,  0.24 ,  30.00 ,  30.00 ,  155.00 ,
,1137,  174 ,  20 ,  0.0003 ,  -   ,  0.0130 ,  -   ,  50 ,  0.45 ,  30.00 ,  30.00 ,  255.00 ,
,1138,  72 ,  9 ,  0.0004 ,  -   ,  0.0089 ,  -   ,  20 ,  0.46 ,  60.00 ,  55.00 ,  115.00 ,
,1139,  62 ,  9 ,  0.0004 ,  -   ,  0.0044 ,  -   ,  10 ,  0.80 ,  50.00 ,  55.00 ,  215.00 ,
,1140,  97 ,  13 ,  0.0006 ,  -   ,  0.0061 ,  -   ,  10 ,  0.97 ,  50.00 ,  50.00 ,  320.00 ,
,1141,  107 ,  8 ,  0.0006 ,  -   ,  0.0061 ,  -   ,  10 ,  1.15 ,  50.00 ,  50.00 ,  315.00 ,
,1142,  146 ,  18 ,  0.0002 ,  -   ,  0.0062 ,  -   ,  40 ,  0.26 ,  55.00 ,  55.00 ,  65.00 ,
,1143,  101 ,  18 ,  0.0005 ,  -   ,  0.0200 ,  -   ,  40 ,  0.27 ,  55.00 ,  55.00 ,  65.00 ,
,1144,  210 ,  33 ,  0.0005 ,  -   ,  0.0200 ,  -   ,  40 ,  0.29 ,  55.00 ,  55.00 ,  65.00 ,
,1145,  49 ,  12 ,  0.0002 ,  -   ,  0.0060 ,  -   ,  40 ,  0.29 ,  55.00 ,  55.00 ,  65.00 ,
,1146,  222 ,  25 ,  0.0002 ,  -   ,  0.0062 ,  -   ,  40 ,  0.30 ,  55.00 ,  55.00 ,  65.00 ,
,1147,  178 ,  28 ,  0.0002 ,  -   ,  0.0095 ,  -   ,  40 ,  0.29 ,  55.00 ,  55.00 ,  65.00 ,
,1148,  59 ,  7 ,  0.0003 ,  -   ,  0.0100 ,  -   ,  40 ,  0.29 ,  55.00 ,  55.00 ,  65.00 ,
,1149,  472 ,  60 ,  0.0002 ,  -   ,  0.0062 ,  -   ,  40 ,  0.30 ,  55.00 ,  55.00 ,  65.00 ,
,1150,  84 ,  10 ,  0.0002 ,  -   ,  0.0062 ,  -   ,  40 ,  0.32 ,  55.00 ,  55.00 ,  65.00 ,
,1151,  117 ,  7 ,  0.0005 ,  -   ,  0.0200 ,  -   ,  40 ,  0.38 ,  55.00 ,  55.00 ,  65.00 ,
,1152,  386 ,  57 ,  0.0005 ,  -   ,  0.0200 ,  -   ,  40 ,  0.35 ,  42.00 ,  42.00 ,  56.50 ,
,1153,  233 ,  31 ,  0.0005 ,  -   ,  0.0200 ,  -   ,  40 ,  0.35 ,  55.00 ,  55.00 ,  65.00 ,
,1154,  134 ,  20 ,  0.0002 ,  -   ,  0.0062 ,  -   ,  40 ,  0.39 ,  55.00 ,  55.00 ,  65.00 ,
,1155,  283 ,  43 ,  0.0005 ,  -   ,  0.0200 ,  -   ,  40 ,  0.41 ,  55.00 ,  55.00 ,  65.00 ,
,1156,  87 ,  11 ,  0.0002 ,  -   ,  0.0096 ,  -   ,  40 ,  0.36 ,  55.00 ,  55.00 ,  65.00 ,
,1157,  440 ,  66 ,  0.0002 ,  -   ,  0.0097 ,  -   ,  40 ,  0.43 ,  55.00 ,  55.00 ,  65.00 ,
,1158,  353 ,  26 ,  0.0002 ,  -   ,  0.0092 ,  -   ,  40 ,  0.41 ,  55.00 ,  55.00 ,  65.00 ,
,1159,  167 ,  21 ,  0.0003 ,  -   ,  0.0115 ,  -   ,  40 ,  0.49 ,  55.00 ,  55.00 ,  65.00 ,
,1160,  126 ,  16 ,  0.0005 ,  -   ,  0.0212 ,  -   ,  40 ,  0.45 ,  55.00 ,  55.00 ,  65.00 ,
,1161,  378 ,  37 ,  0.0005 ,  -   ,  0.0212 ,  -   ,  40 ,  0.53 ,  65.00 ,  65.00 ,  65.00 ,
,1162,  52 ,  12 ,  0.0003 ,  -   ,  0.0126 ,  -   ,  40 ,  0.30 ,  55.00 ,  55.00 ,  65.00 ,
,1163,  187 ,  25 ,  0.0003 ,  -   ,  0.0124 ,  -   ,  40 ,  -   ,  -   ,  -   ,  -   ,
,1164,  78 ,  12 ,  0.0003 ,  -   ,  0.0126 ,  -   ,  40 ,  0.47 ,  55.00 ,  55.00 ,  65.00 ,
,1165,  214 ,  26 ,  0.0003 ,  -   ,  0.0126 ,  -   ,  40 ,  0.59 ,  65.00 ,  65.00 ,  65.00 ,
,1166,  133 ,  18 ,  0.0008 ,  -   ,  0.0127 ,  -   ,  16 ,  0.66 ,  75.00 ,  75.00 ,  80.00 ,
,1167,  123 ,  10 ,  0.0006 ,  -   ,  0.0089 ,  -   ,  16 ,  0.82 ,  70.00 ,  75.00 ,  80.00 ,
,1168,  51 ,  8 ,  0.0006 ,  -   ,  0.0089 ,  -   ,  16 ,  0.81 ,  75.00 ,  75.00 ,  80.00 ,
,1169,  234 ,  20 ,  0.0006 ,  -   ,  0.0089 ,  -   ,  16 ,  -   ,  -   ,  -   ,  -   ,
,1170,  96 ,  13 ,  0.0014 ,  -   ,  0.0217 ,  -   ,  16 ,  0.90 ,  70.00 ,  70.00 ,  75.00 ,
,1171,  65 ,  3 ,  0.0009 ,  -   ,  0.0080 ,  -   ,  9 ,  1.43 ,  85.00 ,  90.00 ,  95.00 ,
,1172,  78 ,  5 ,  0.0014 ,  -   ,  0.0125 ,  -   ,  9 ,  1.17 ,  85.00 ,  85.00 ,  95.00 ,
,1173,  67 ,  9 ,  0.0014 ,  -   ,  0.0125 ,  -   ,  9 ,  1.26 ,  85.00 ,  85.00 ,  95.00 ,
,1174,  980 ,  140 ,  0.0002 ,  -   ,  0.0081 ,  -   ,  50 ,  0.16 ,  35.00 ,  35.00 ,  80.00 ,
,1175,  123 ,  23 ,  0.0003 ,  -   ,  0.0069 ,  -   ,  20 ,  0.60 ,  55.00 ,  60.00 ,  95.00 ,
,1176,  347 ,  65 ,  0.0023 ,  -   ,  0.0230 ,  -   ,  10 ,  1.51 ,  57.00 ,  280.00 ,  178.00 ,
,1177,  122 ,  26 ,  0.0262 ,  -   ,  0.0262 ,  -   ,  1 ,  14.86 ,  105.00 ,  425.00 ,  530.00 ,
,1178,  77 ,  18 ,  0.0013 ,  -   ,  0.0269 ,  -   ,  20 ,  0.62 ,  50.50 ,  109.00 ,  168.00 ,
,1179,  705 ,  122 ,  0.0049 ,  -   ,  0.0494 ,  -   ,  10 ,  -   ,  -   ,  -   ,  -   ,
,1180,"  5,735 ",  863 ,  0.0004 ,  0.0044 ,  0.0443 ,  10 ,  100 ,  -   ,  -   ,  -   ,  -   ,
,1181,"  6,233 ",  940 ,  0.0006 ,  0.0055 ,  0.0553 ,  10 ,  100 ,  -   ,  -   ,  -   ,  -   ,
,1182,  14 ,  2 ,  0.0109 ,  -   ,  0.0435 ,  -   ,  4 ,  3.33 ,  105.88 ,  215.00 ,  420.00 ,
,1183,  98 ,  18 ,  0.0029 ,  0.0146 ,  0.0293 ,  5 ,  10 ,  -   ,  -   ,  -   ,  -   ,
,1184,"  3,367 ",  530 ,  0.0049 ,  -   ,  0.0495 ,  -   ,  10 ,  -   ,  -   ,  -   ,  -   ,
,1185,"  1,063 ",  212 ,  0.0009 ,  0.0093 ,  0.0466 ,  10 ,  50 ,  0.23 ,  26.40 ,  250.00 ,  98.00 ,
,1186,  429 ,  84 ,  0.0012 ,  0.0122 ,  0.0610 ,  10 ,  50 ,  0.40 ,  27.30 ,  309.00 ,  103.00 ,
,1187,  177 ,  82 ,  0.0022 ,  -   ,  0.0263 ,  -   ,  12 ,  -   ,  -   ,  -   ,  -   ,
,5179,  297 ,  -   ,  0.0035 , #VALUE!,  0.0422 , -,  12 ,  1.00 ,  26.00 ,  230.00 ,  590.00 ,
,1188,  306 ,  143 ,  0.0030 ,  -   ,  0.0364 ,  -   ,  12 ,  1.52 ,  30.86 ,  230.00 ,  120.00 ,
,5180,  317 ,  -   ,  0.0009 , #VALUE!,  0.0102 , -,  12 ,  1.52 ,  30.90 ,  230.00 ,  120.00 ,
,1189,  329 ,  164 ,  0.0033 ,  -   ,  0.0400 ,  -   ,  12 ,  -   ,  -   ,  -   ,  -   ,
,5181,  519 ,  -   ,  0.0068 , #VALUE!,  0.0816 , -,  12 ,  1.46 ,  40.00 ,  270.00 ,  630.00 ,
,1190,  285 ,  85 ,  0.0044 ,  -   ,  0.0531 ,  -   ,  12 ,  0.17 ,  5.40 ,  50.00 ,  175.00 ,
,5182,  87 ,  -   ,  0.0000 , #VALUE!,  0.0006 , -,  12 ,  0.17 ,  5.40 ,  50.00 ,  175.00 ,
,1191,  99 ,  24 ,  0.0004 ,  -   ,  0.0230 ,  -   ,  60 ,  0.10 ,  36.50 ,  55.50 ,  150.00 ,
,1193,  292 ,  55 ,  0.0001 ,  -   ,  0.0071 ,  -   ,  100 ,  -   ,  -   ,  -   ,  -   ,
,1194,  552 ,  91 ,  0.0001 ,  -   ,  0.0071 ,  -   ,  100 ,  0.04 ,  35.45 ,  36.02 ,  71.75 ,
,1195,  371 ,  57 ,  0.0001 ,  -   ,  0.0071 ,  -   ,  100 ,  0.04 ,  35.00 ,  35.00 ,  70.00 ,
,1196,  948 ,  163 ,  0.0001 ,  -   ,  0.0124 ,  -   ,  100 ,  0.03 ,  35.00 ,  35.00 ,  70.00 ,
,1197,"  1,033 ",  168 ,  0.0001 ,  -   ,  0.0124 ,  -   ,  100 ,  0.04 ,  35.05 ,  35.40 ,  70.30 ,
,1198,  520 ,  97 ,  0.0001 ,  -   ,  0.0124 ,  -   ,  100 ,  0.04 ,  35.00 ,  35.00 ,  70.00 ,
,1199,"  1,842 ",  303 ,  0.0001 ,  -   ,  0.0124 ,  -   ,  100 ,  0.06 ,  35.28 ,  35.45 ,  71.05 ,
,1200,  730 ,  120 ,  0.0001 ,  -   ,  0.0124 ,  -   ,  100 ,  0.05 ,  36.21 ,  34.77 ,  70.22 ,
,1201,"  2,327 ",  397 ,  0.0001 ,  -   ,  0.0124 ,  -   ,  100 ,  0.06 ,  35.27 ,  36.10 ,  70.15 ,
,1202,  925 ,  174 ,  0.0001 ,  -   ,  0.0124 ,  -   ,  100 ,  -   ,  -   ,  -   ,  -   ,
,1203,  512 ,  81 ,  0.0001 ,  -   ,  0.0124 ,  -   ,  100 ,  0.07 ,  34.72 ,  36.25 ,  70.60 ,
,1204,  478 ,  80 ,  0.0001 ,  -   ,  0.0124 ,  -   ,  100 ,  -   ,  -   ,  -   ,  -   ,
,1205,"  1,060 ",  170 ,  0.0001 ,  -   ,  0.0124 ,  -   ,  100 ,  0.08 ,  34.50 ,  36.20 ,  70.00 ,
,1206,"  1,383 ",  154 ,  0.0001 ,  -   ,  0.0124 ,  -   ,  100 ,  0.08 ,  35.00 ,  35.00 ,  70.00 ,
,1207,  658 ,  113 ,  0.0001 ,  -   ,  0.0124 ,  -   ,  100 ,  0.09 ,  35.00 ,  35.00 ,  70.00 ,
,1208,  983 ,  166 ,  0.0001 ,  -   ,  0.0124 ,  -   ,  100 ,  0.09 ,  35.00 ,  35.00 ,  70.00 ,
,1209,  347 ,  48 ,  0.0002 ,  -   ,  0.0243 ,  -   ,  100 ,  0.08 ,  55.00 ,  55.00 ,  70.00 ,
,1210,  743 ,  119 ,  0.0002 ,  -   ,  0.0243 ,  -   ,  100 ,  0.08 ,  55.00 ,  55.00 ,  70.00 ,
,1211,"  1,034 ",  166 ,  0.0002 ,  -   ,  0.0243 ,  -   ,  100 ,  0.09 ,  50.00 ,  50.00 ,  70.00 ,
,1212,  335 ,  61 ,  0.0002 ,  -   ,  0.0243 ,  -   ,  100 ,  0.09 ,  55.00 ,  55.00 ,  70.00 ,
,1213,  363 ,  69 ,  0.0002 ,  -   ,  0.0243 ,  -   ,  100 ,  0.09 ,  55.00 ,  55.00 ,  70.00 ,
,1214,  505 ,  76 ,  0.0002 ,  -   ,  0.0243 ,  -   ,  100 ,  -   ,  -   ,  -   ,  -   ,
,1215,  387 ,  69 ,  0.0002 ,  -   ,  0.0243 ,  -   ,  100 ,  0.10 ,  50.00 ,  55.00 ,  70.00 ,
,1216,  396 ,  59 ,  0.0002 ,  -   ,  0.0243 ,  -   ,  100 ,  0.11 ,  50.00 ,  55.00 ,  70.00 ,
,1217,"  1,202 ",  191 ,  0.0002 ,  -   ,  0.0243 ,  -   ,  100 ,  0.13 ,  50.00 ,  55.00 ,  70.00 ,
,1218,  498 ,  80 ,  0.0004 ,  -   ,  0.0219 ,  -   ,  50 ,  0.13 ,  50.00 ,  75.00 ,  95.00 ,
,1219,  424 ,  68 ,  0.0004 ,  -   ,  0.0218 ,  -   ,  50 ,  0.14 ,  50.00 ,  75.00 ,  95.00 ,
,1220,  308 ,  57 ,  0.0004 ,  -   ,  0.0219 ,  -   ,  50 ,  0.16 ,  50.00 ,  75.00 ,  100.00 ,
,1221,"  1,142 ",  186 ,  0.0004 ,  -   ,  0.0218 ,  -   ,  50 ,  0.17 ,  50.00 ,  75.00 ,  95.00 ,
,1222,  426 ,  78 ,  0.0004 ,  -   ,  0.0218 ,  -   ,  50 ,  -   ,  -   ,  -   ,  -   ,
,1223,  426 ,  68 ,  0.0004 ,  -   ,  0.0219 ,  -   ,  50 ,  0.20 ,  50.00 ,  100.00 ,  80.00 ,
,1224,  178 ,  30 ,  0.0004 ,  -   ,  0.0219 ,  -   ,  50 ,  0.20 ,  50.00 ,  75.00 ,  100.00 ,
,1225,  450 ,  61 ,  0.0004 ,  -   ,  0.0218 ,  -   ,  50 ,  0.22 ,  50.00 ,  100.00 ,  80.00 ,
,1226,  228 ,  41 ,  0.0004 ,  -   ,  0.0219 ,  -   ,  50 ,  0.23 ,  50.00 ,  75.00 ,  100.00 ,
,1227,  514 ,  84 ,  0.0007 ,  -   ,  0.0359 ,  -   ,  50 ,  -   ,  -   ,  -   ,  -   ,
